,data_size,data_id,mini_batch,n_steps,list_steps,mmd,median,median_rmse,contractions,rel_contraction
10,10,0,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.009665690837031171,"[ 0.09985269  0.01494334  0.08288576  0.16045058  0.11566344 -0.02050484
  0.04540485 -0.0825913   0.00402436  0.04394459]",0.03055401351614858,"[0.14089702 0.17418547 0.44592286 0.40219945 0.28261489 0.47649427
 0.41139971 0.05409971 0.236571   0.37885758]",0.3303566145710649
11,10,1,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.007280696975205947,"[-0.01115874  0.12628835  0.06763462 -0.0086629   0.01829752  0.06601451
  0.09039158 -0.02717435  0.06155247 -0.06029033]",0.02513142681551595,"[0.25849084 0.06513039 0.10435891 0.53788193 0.29609615 0.44356494
 0.39259863 0.02872294 0.38711133 0.19646224]",0.29814601307734867
12,10,2,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.019073603173897835,"[-0.19310036  0.0054407   0.06057902 -0.0487604   0.10547532 -0.11076488
 -0.00847127 -0.00534647  0.08609338  0.11869909]",0.04224774642459893,"[ 0.40854199 -0.06566111  0.30299493  0.30431903  0.4706607   0.28098912
  0.280784    0.06314407  0.36579787  0.31239034]",0.29963570358231684
13,10,3,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.012270774931983475,"[-0.03806667 -0.0331649  -0.04355679 -0.16181928 -0.06486109  0.01188577
  0.06432824  0.03160458 -0.01306034 -0.03360916]",0.03583919587427736,"[3.77521267e-01 3.87359411e-04 3.25902900e-01 4.96327899e-01
 3.86046827e-01 2.88373115e-01 5.13592198e-01 1.53274391e-01
 4.21931617e-01 4.75464504e-01]",0.37827042853459725
14,10,4,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.016128784984394295,"[-0.06685549 -0.05275738 -0.09517279  0.16109994 -0.00500737 -0.03647685
 -0.0575415   0.09578042 -0.1195685  -0.02774822]",0.044362171662266116,"[0.50418966 0.11881434 0.22152334 0.31575023 0.35743068 0.31167834
 0.43644237 0.16705424 0.37530602 0.40204932]",0.3531262398697438
15,10,5,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.005846376727288272,"[-0.07496217  0.02019673 -0.01413853 -0.08315577  0.02659277  0.06036858
 -0.03435747  0.00325062 -0.06425148 -0.05688575]",0.025986746125542675,"[0.28221488 0.14797042 0.28715914 0.14222592 0.30478907 0.46555779
 0.3733169  0.15749971 0.4281841  0.51675893]",0.34162445496767774
16,10,6,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.0085122953303014,"[-0.067462   -0.05065487 -0.01565206 -0.10270366 -0.02319961 -0.01671481
 -0.12242589  0.02570428 -0.07445879  0.00461124]",0.028156628315651144,"[4.39911079e-01 3.51782888e-04 2.50787683e-01 3.04936780e-01
 1.79260433e-01 4.03846962e-01 2.82270903e-01 2.13326629e-01
 5.39058190e-01 3.60221252e-01]",0.327136886212975
17,10,7,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.013355024286141548,"[ 0.0529781  -0.01299323  0.08433685 -0.10292475  0.07868998 -0.04239995
 -0.05746579 -0.04292779 -0.02452872  0.03231054]",0.03343438604674396,"[0.36148883 0.04411919 0.18400999 0.41623844 0.02197178 0.33861624
 0.40068396 0.20600858 0.44443796 0.33746769]",0.3030546935275199
18,10,8,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.014671183598647941,"[-0.12229189  0.01725386  0.03321926 -0.1123299   0.08107154  0.04307145
  0.07066064 -0.04285263 -0.06686063  0.08022904]",0.03772165708547953,"[0.29240011 0.25550157 0.27866072 0.35699939 0.44843636 0.33243822
 0.53748407 0.18031069 0.45349926 0.36782215]",0.38539077891036877
19,10,9,1,53,"[       nan 0.02092135 0.02388071 0.10826639 0.09223571 0.10484831
 0.08872668 0.07953343 0.05597144 0.03194936 0.01910265 0.01409008
 0.01050466 0.00901177 0.00768971 0.00691677 0.00683004 0.00750725
 0.00669014 0.00644493 0.00647007 0.00705888 0.00673079 0.00721168
 0.00695299 0.00681323 0.00786408 0.00771593 0.00735111 0.00764356
 0.00806743 0.00840798 0.0078304  0.00700948 0.00670596 0.00761614
 0.00833251 0.00905421 0.00828453 0.00838031 0.00980888 0.01007942
 0.00945391 0.00817297 0.00861005 0.00999854 0.00930133 0.00995359
 0.01216639 0.01279854 0.01338732 0.01551875 0.01812756]",0.02356764451576776,"[-0.08205387  0.02197568  0.05206438  0.05210017  0.00989742  0.07862367
  0.00910036  0.06241516  0.02546174  0.01489783]",0.04865019601775094,"[0.36193125 0.06041985 0.22199799 0.40734967 0.28529947 0.2830297
 0.52295017 0.05826589 0.38243655 0.32443197]",0.3198923770338299
20,10,0,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.00474903740339605,"[ 0.16681531  0.03632774  0.10371193  0.26105195  0.16798604 -0.06274978
  0.08951034 -0.11808258  0.01532177  0.0707539 ]",0.019773055702609007,"[0.97159453 0.88094807 0.9648826  0.97732311 0.93410953 0.98048862
 0.98440105 0.88438612 0.97998899 0.97321482]",1.0484471177420347
21,10,1,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.007374587438117697,"[-0.0318404   0.15499769  0.09800586  0.00522839  0.002518    0.08412057
  0.18178636 -0.05206826  0.1066287  -0.07440466]",0.027236499446188615,"[0.95948421 0.87918022 0.95395465 0.9709902  0.93209756 0.97047889
 0.97644278 0.91328918 0.97702853 0.97422214]",1.0457885183510371
22,10,2,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.009882646843982767,"[-0.26965335 -0.00410259  0.08854383 -0.089719    0.18136914 -0.17073521
 -0.00574713 -0.00439525  0.17312089  0.16629925]",0.03132718496602329,"[0.95819454 0.8599295  0.95204899 0.97334237 0.91737059 0.97566989
 0.9726673  0.85638771 0.98266572 0.9799608 ]",1.0371061141428073
23,10,3,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.009235988505279069,"[-0.04196847 -0.04251481 -0.05361567 -0.2534654  -0.10151987  0.03207913
  0.14628974  0.05719209 -0.01852112 -0.05063074]",0.03146067770062974,"[0.95091169 0.8750826  0.96213756 0.96282227 0.9407045  0.97597642
 0.98020328 0.89106205 0.98040312 0.97822652]",1.0447282998007723
24,10,4,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.009335966076578162,"[-0.07889079 -0.11202035 -0.16224551  0.26869616  0.00131295 -0.05460138
 -0.07530157  0.13306786 -0.19939023 -0.02653314]",0.031669427953620356,"[0.96199951 0.88016516 0.96528094 0.96085608 0.95378975 0.98114665
 0.9744859  0.90686902 0.98116764 0.96995056]",1.048928234865889
25,10,5,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.0036294673379149156,"[-0.11893357  0.00285822 -0.01992853 -0.14965264  0.05319755  0.0838304
 -0.04621495 -0.01845885 -0.10532568 -0.08495812]",0.019578047444737366,"[0.94906641 0.84770853 0.95875343 0.96917486 0.92801081 0.97946029
 0.98068968 0.91408724 0.97994232 0.97355362]",1.04284919128404
26,10,6,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.0036397004619255213,"[-0.07277153 -0.07263939 -0.04510821 -0.191267   -0.03295236 -0.03951656
 -0.1983645   0.04095898 -0.11168447  0.03041658]",0.020542551120819888,"[0.95560872 0.8631728  0.95589703 0.97145241 0.94497188 0.97681242
 0.97046812 0.89344609 0.98608149 0.97633165]",1.0443666886945722
27,10,7,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.006454230653517357,"[ 0.07554752 -0.04129599  0.1004714  -0.15567264  0.11897498 -0.08632497
 -0.10002103 -0.08234806 -0.05790428  0.04492567]",0.025323044713693246,"[0.96419642 0.89959899 0.96453301 0.97517442 0.94335948 0.97682992
 0.97507266 0.90215766 0.9788298  0.98322289]",1.051927277885261
28,10,8,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.012910220987593757,"[-0.15499392  0.04064389  0.04752017 -0.15763623  0.11440405  0.11815779
  0.1455706  -0.10004075 -0.07872336  0.11344163]",0.03670942423915048,"[0.94621584 0.86624898 0.96639933 0.97522446 0.92185725 0.97623589
 0.97786559 0.90497659 0.97127786 0.97351113]",1.0427794214279857
29,10,9,10,51,"[       nan 0.00284281 0.00058915 0.00037176 0.00212628 0.00073621
 0.00076554 0.00134907 0.00131905 0.00112376 0.00209121 0.0015723
 0.00130816 0.00429961 0.00208617 0.0017069  0.00580069 0.00313568
 0.00194274 0.01976683 0.00449469 0.00350995 0.02370767 0.00579717
 0.01083904 0.00849725 0.01379127 0.01298963 0.01211569 0.01628273
 0.01440721 0.01826151 0.01966079 0.02135691 0.0263799  0.02139465
 0.0323591  0.02592458 0.04271806 0.03177213 0.05090229 0.03901877
 0.04653801 0.04037648 0.05711103 0.05229537 0.05619653 0.07016979
 0.06191003 0.06696774 0.03732016]",0.02115523724132351,"[-0.1191121   0.03213006  0.0531684   0.08805454  0.01440176  0.12017649
  0.02113499  0.08206784  0.05335152  0.05285412]",0.046826373152799,"[0.94800227 0.87530007 0.95891606 0.97383911 0.91597753 0.97699724
 0.97161391 0.88994347 0.97565301 0.98401918]",1.0417288028198528
30,100,0,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.017310816318919953,"[ 0.11444972 -0.00285548  0.06500377  0.15384845  0.11641018 -0.05764063
  0.05464042 -0.05754576  0.0081105   0.02155736]",0.038593111504703195,"[ 0.13902273 -0.01960711  0.22624701  0.12866699  0.03422063  0.23305567
  0.19265304 -0.20549705  0.30562996  0.32089718]",0.13688419437035937
31,100,1,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.010943021196359703,"[ 0.01131363  0.09513338  0.05683381  0.02598568  0.03071719  0.01622576
  0.09578935 -0.03723545  0.02072242 -0.03799056]",0.027598542231493,"[ 2.78815091e-01  2.94785239e-02  3.83919872e-01  2.49605695e-01
  1.10663474e-04  1.19501747e-01  3.38011863e-01 -6.80616833e-02
  2.65246466e-01  3.86365479e-01]",0.2002823653537782
32,100,2,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.02015344783287576,"[-0.16759562  0.02655512  0.09879678 -0.03437321  0.14177969 -0.07348517
  0.02703632 -0.00829029  0.14395097  0.1197816 ]",0.04421495156810998,"[ 0.08176009 -0.05936099  0.293974    0.29708694 -0.06952833  0.31298117
  0.315       0.13774151  0.31007707  0.46538154]",0.2105964133888485
33,100,3,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.02350238495763657,"[-0.03575168 -0.0302313  -0.04189847 -0.10283433 -0.07175086  0.01417128
  0.07938361  0.0214616  -0.00897463 -0.06692003]",0.05249494269500971,"[ 0.11667397 -0.00352559  0.21547733  0.20980325  0.23868333  0.18210544
  0.40983243  0.09132095  0.03394096  0.23919574]",0.17508428901433964
34,100,4,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.018996412172850752,"[-0.05801107 -0.08248469 -0.10539266  0.11625587 -0.03464543 -0.03337605
 -0.08608861  0.06565341 -0.08875431 -0.01069489]",0.04434793504212935,"[ 0.12859704 -0.0317984   0.16543672 -0.04204919  0.22710685  0.03986594
  0.08540556 -0.00211091  0.43028903  0.26254619]",0.127592170648277
35,100,5,1,11,"[       nan 0.02507431 0.02504114 0.10324802 0.09932311 0.14377017
 0.16664575 0.17331566 0.14391524 0.09676034 0.0229063 ]",0.004753218871966114,"[-0.06991637  0.0360143  -0.00971067 -0.07970971 -0.00573287  0.03184951
 -0.01426102 -0.00873255 -0.04403715 -0.01654045]",0.01958646866746426,"[ 0.25510869 -0.25184469  0.06294867  0.17022958  0.10476124  0.23916142
  0.38273816  0.19305304  0.46689252  0.12754307]",0.176809763107449
